id,Sentence,Sentiment,SentimentNumerical
1487,went long on this cog will see 70s again me thinks,positive,1
2196,finnish metal products company componenta oyj net profit went slightly down to 251 mln euro 402 mln for the first half of 2008 from 254 mln euro 407 mln for the same period of 2007,neutral,2
1521,the actions are expected to deliver annual cost savings of some eur1520m,positive,1
236,awr standard poors affirms a credit rating at american states water company and golden state water company httpstkscof2p94,positive,1
487,the agreement includes the entire process of managing mercator s supply chain in all regions where the company is currently present,neutral,2
597,elcoteq has a proven track record in electronics manufacturing services ems and a global factory network coupled with modern manufacturing equipment and consistent systems and processes,positive,1
2552,city spirits sink after diageo comes up short with sales slide,negative,0
1913,the value of the order is usd 22 mn,neutral,2
2191,as a result the company will temporarily layoff 25 of the whole personnel approximately 270 persons at kirkkonummi and nivala factories,negative,0
770,after the transaction alma media raised its stake in talentum to 3065 of the shares and some 3112 of voting rights,positive,1
150,however the bottomline result improved thanks to positive financial items,positive,1
1359,operating profit decreased to eur 112 mn from eur 166 mn,neutral,2
993,okmetic s silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life,neutral,2
1743,cramo plc is a service company specialising in construction machinery and equipment rental and rentalrelated services as well as rental and sale of modular space,neutral,2
1018,the group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally,neutral,2
2028,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems,negative,0
1729,shire sees baxalta deal closing as expected after new rules,positive,1
2384,added long at friday close spy labu blue amzn,positive,1
1695,arm holdings plc partners with international business machines corp to drive,positive,1
1567,the fair value change of investment properties was eur 158 mn compared to eur 229 mn in the third quarter of 2009,negative,0
2042,the business units of the investlesprom group cover the full forest industry chain and the group owns forests sawmills paper and pulp mills and other processing plants,neutral,2
1794,that topped consensus forecasts for earnings of 021 euros a share,positive,1
484,plug bear raid,negative,0
1815,louiebeene vwap is 163 held the trend line should be on a lot of radars navb,positive,1
624,lulu outlook q1 2013 lost revenue in the range of 12 million to 17 million not good,negative,0
88,imperial tobacco adds quarterly dividends after profit rose,positive,1
694,jan 6 ford is struggling in the face of slowing truck and suv sales and a surfeit of uptodate gottahave cars,negative,0
395,tesco asda sales fall as march of the discounters continueskantar,negative,0
1088,consolidated operating profit from continuing operations decreased by 623 to eur 512 mn from eur 1357 mn in 2007,negative,0
1628,shock phase consumers have once again started to plan and implement building projects,neutral,2
1679,2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a largerthanexpected pretax loss of eur46m in the fourth quarter of 2009 from a yearearlier profit of eur45m,negative,0
1879,eu regulator backs approval for gsk injectable asthma drug,positive,1
2295,net cash flow from operating activities was a negative eur 31 mn compared to eur 233 mn in the corresponding period in 2009,negative,0
885,teleste and sentry 360 have formed an integration partnership between sentry s advanced 360degree immersive camera product line and teleste s enterprise video management systems,positive,1
2181,aapl stock climbs as barrons sees 40 upside jim cramers take httpstcolkld9mvkbq,positive,1
525,these moderate but significant changes resulted in a significant 2432 reduction in the estimated cvd risk,positive,1
798,unlisted british biologicals makes b and d proteins and other diseasespecific supplements that cover diabetes hepatitis asthma and other cardiovascular ailments,neutral,2
1698,additionally information on business segments competitors and future outlook are provided,neutral,2
2540,idcc 89 share total value of company after crunching s the 4g technology is their diamond in the rough,positive,1
1517,rockwell collins is a provider of flight deck cabin and information management solutions for business aircraft operators,neutral,2
1777,oil majors like royal dutch shell chevron bp fail to find reserves to counter,negative,0
404,european stocks hover near 3week low dialog and bhp slump,negative,0
797,the project will be a 2 x 600 mw coalfired power plant located some 420 km south of hanoi the company said,neutral,2
2274,net sales of finnish sanoma learning literature of finnish media group sanoma decreased by 36 in januaryjune 2009 totalling eur 1628 mn down from eur 1688 mn in the corresponding period in 2008,negative,0
648,astrazeneca teams with daiichi sankyo to sell movantik in us,positive,1
1384,companiestesco off to a bad start over xmas kantar,negative,0
360,the result before taxes was a loss of 250 million euros,neutral,2
847,national conciliator juhani salonius who met both parties on wednesday said they were too far apart in their views for him to propose mediation,negative,0
2483,profit for the period was eur 156 mn compared to eur 141 mn in 2007,positive,1
1273,the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean africa and north america says uwe bakosch,positive,1
2471,starbucks downgraded on same day as new downgraded rewards program starts sbux,negative,0
2212,breaking tesla recalls all model x cars details on show now tsla,negative,0
459,glaxosmithkline share price slips as fda okays asthma therapy only for adults,negative,0
385,the acquisition is part of ramirent s strategy to strengthen its position in selected locations,positive,1
920,espn files lawsuit against verizon httpstkscoi2cj1 vz,negative,0
1232,also lemminkinen s profit for accounting period went up to eur 31 mn from eur 245 mn a year ago,positive,1
718,tesco abandons videostreaming ambitions in blinkbox sale,negative,0
565,they are also upset that some of the machinery and work is taken over to poland,neutral,2
2558,merged lse and deutsche brse would be led by germanys kengeter,positive,1
2039,earnings per share eps amounted to eur0 98 up from the loss of eur0 02,positive,1
953,of course we are in talks with all those coming up with new projects that involve material handling konecranes president and ceo pekka lundmark said when asked whether it was talking to reliance industries for supplying equipment to its upcoming refinery in jamnagar,neutral,2
1967,according to scanfil demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 and the situation is expected to remain unstable for the rest of the year,negative,0
1335,the airline estimated that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the company a loss of eur20m including the costs of stranded passengers accommodation,negative,0
1319,in addition the production at the varpaisj rvi factory will be stopped at the beginning of april 2009,negative,0
455,both operating profit and turnover for the ninemonth period increased respectively from eur2 4 m and eur43 8 m as compared to the corresponding period a year ago,positive,1
202,upm said the move will lower net profit by x20ac 385 million us 520 million in the second quarter mainly due to impairment charges,negative,0
2389,the company specialises in temporary electrification and heating at construction sites,neutral,2
671,academics claim google android twofactor authentication is breakable security authentication hacking goog httpstconjx4mnrglo,negative,0
229,under a preliminary estimation the technology park will measure about 50000 square meters,neutral,2
1344,hopeturock yes the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected yhoo,positive,1
251,you know that back seat dont sit in it tsla tesla recalls 2700 model x cars httpstco7j0gwz89zc,negative,0
915,it s even a little bit higher than yara s multiples on itself an analyst in helsinki said,neutral,2
1070,the district court of helsinki dismissed all charges as the court of first instance in 2005,positive,1
1128,as part of the transaction the nekoski paper mill remained in mreal s ownership and continued galerie art production for sappi under a longterm contract,neutral,2
166,mr kivimeister said john deer former timberjack stands to win in the situation it controls around 60 of estonia s forest machinery market,positive,1
1721,wft closng higher from here,positive,1
46,sina even though the report is untrue and has been proven unture the damage is done no one wants to touch it now,negative,0
725,operating profit totalled eur 90 mn down from eur 97 mn in the first half of 2008,negative,0
2308,loss for the period totalled eur 156 mn compared to a profit of eur 63 mn in 2008,negative,0
594,jnk httpstksco2fcm does not want to go down risk appetite still high,positive,1
1814,tsla steaming up again this stock is relentless at the moment,positive,1
435,sanoma corporation wants a new and better frequency for the helsinki metropolitan area,neutral,2
416,the omx helsinki index was down 034 pct at 825602 on turnover of 813191 mln eur,negative,0
1883,in food trade sales amounted to eur320 1 m a decline of 11,neutral,2
1226,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty mixed with the current drought in bank lending resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations,neutral,2
1203,the announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for texas instrument chips which use qualcommpatented technology,neutral,2
79,fb i guess they want it down look at the those sell orders,negative,0
500,rnn staying above the open a very good sign,positive,1
1798,broker tips rbs croda sage,positive,1
1132,arcelormittal chief executive officer lakshmi mittal has already cut output at some furnaces,neutral,2
458,spy could the pride of social media be gettin ready to fall fb chart rolling over,negative,0
320,it also has strong assets in electronic media employing 18500 an increase of 9 percent on last year,positive,1
2068,anheuserbusch inbev increases offer for rival sabmiller,positive,1
2408,we aim to ensure that vacon is in good shape when capital expenditure starts to pick up again comments vacon plc president and ceo vesa laisi,positive,1
1093,gevo plunging back to 355,negative,0
1889,upon establishment the plan is directed to approximately 20 persons,neutral,2
2463,alma media s operating profit amounted to eur 119 mn down from eur 150 mn a year earlier,negative,0
1508,fiskars a 360yearold global business best known for its orangehandled scissors expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete,positive,1
2492,this new partnership agreement represents a significant milestone for both parties,positive,1
1313,group net sales in the third quarter of 2007 totaled eur 1423 mn and operating profit eur 43 mn,neutral,2
161,uks ftse has worst day so far in 2015 as bg and prudential fall,negative,0
1164,in julyseptember 2009 konecranes sales decreased to eur 3687 mn from eur 5204 mn in julyseptember 2008,neutral,2
485,25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today its plan to merge wholly owned scanfil ems group with ojalayhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal,negative,0
1526,huhtamaki s rigid plastic consumer goods operations which are mainly in europe will be separated into a new reporting segment as of 1 january 2009,neutral,2
1787,member of the hk ruokatalo group in finland scan is launching a joint venture slaughterhouse with team ugglarp in skne southern sweden,neutral,2
1692,benefon a wireless and gps technology company will supply karputer with its twig navigation platform a gps satellite navigation and voice guidance service,positive,1
2430,comparable operating profit decreased to eur 138 mn from eur 171 mn in the corresponding period in 2005,negative,0
1627,cash flow from operating activities before investments was eur 76 million eur 25 million,neutral,2
434,stockmann mastercard has widened the scope of this cooperation to estonia and latvia,positive,1
1696,meanwhile electrowattekono philippines inc was also awarded a threeyear operation and maintenance om contract by fr cement corporation,positive,1
1835,the currency effect had a 30 pct or 20 mln euro 313 mln negative impact on the revenue,negative,0
185,the payment of 2779 million litas in interest on a longterm loan provided by ragutis majority shareholder estonia s a le coq also added to the losses,negative,0
528,the situation of coated magazine printing paper will continue to be weak,neutral,2
805,capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting midmay it said,negative,0
595,finnish media group talentum has issued a profit warning,negative,0
1580,it inspects the companys strategic strengths and weaknesses,neutral,2
2320,strategic and operational business information is objectively reported,neutral,2
2302,hkscan headquartered in turku finland is a leading northern european food group with 10000 employees in nine countries,neutral,2
1677,in the first half of 2008 the bank s operating profit fell to eur 118 mn from eur 189 mn while net interest income increased to eur 209 mn from eur 188 mn in the first half of 2007,negative,0
1976,tesco share price dips as blinkbox books closes ending supermarkets digital,negative,0
2427,astrazeneca shares climb 3 as drug maker ups profits forecasts,positive,1
1676,bilfinger investors cheered the agreement pushing shares up 7 or euro 330 to euro 5029 in afternoon trade,positive,1
1888,28 october 2010 finnish wood products technology supplier raute oyj hel rutav said today it swung to a net profit of eur3m for the first nine months of 2010 versus a net loss of eur5 2 m for the same period a year earlier,positive,1
719,3 january 2011 scandinavian lenders sampo bank hel samas pohjola bank hel poh1s and svenska handelsbanken sto shb a have provided a eur160m usd213m line of credit to lemminkainen oyj hel lem1s the finnish construction firm said on friday,neutral,2
108,tiimari s registered share capital is 16474755 shares as per today,neutral,2
553,suomen paikallissanomat oy is part of alma media group and it currently publishes 15 local newspapers across finland,neutral,2
1931,finnish electronics contract manufacturer scanfil reports net sales of eur 589 mn in the second quarter of 2007 down from eur 624 mn a year earlier,neutral,2
2382,the repurchases shall decrease the distributable capital and reserves,negative,0
130,aapl good time to buy will the run come before earnings or after,positive,1
1189,adjusted for changes in the group structure the division s net sales increased by 17,positive,1
857,the tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind,neutral,2
120,in september 2010 the finnish group agreed to buy danish company rose poultry as for up to eur23 9 m in a combination of cash and stock,positive,1
2374,cymed s net sales are expected to amount to eur 35 mn in 2006,neutral,2
2239,lloyds banking groups share price lifts amid reports bank is poised to axe hundreds of uk jobs,positive,1
9,ramirent made 18 million kroons eur 115 mln loss last year the year before the company was 73 million kroons in the black,negative,0
1410,helsinki afx shares closed higher led by nokia after it announced plans to team up with sanyo to manufacture 3g handsets and by nokian tyres after its fourthquarter earnings report beat analysts expectations dealers said,positive,1
2043,what stocks large players are selling httpstkscot0vel crox gogo ino,negative,0
1723,balfour beatty plc set to reinstate dividend and rival national grid plc and centrica plc once more,positive,1
860,m2 communications disclaims all liability for information provided within information on on the world wide web,neutral,2
1583,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as cry babies,negative,0
509,operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro,negative,0
2222,analysts impressed with progress at teslas flagship factory co spent 16b on upgrades in 15 httpstcosabxcsn8cd by tsrandall tsla,positive,1
1323,quartal oy now owns 2094063 shares in satama interactive plc which represents 519 per cent of the share capital and voting rights,neutral,2
1608,the reduction notice applied to 17 people,negative,0
2433,finnish konecranes is again trying to acquire italian fantuzzi a manufacturer of gantry cranes and reach stackers,neutral,2
2494,in october upm reported a thirdquarter net loss of euro86 million 110 million compared with a net profit of euro120 million in 2007,negative,0
1048,aapl 131 rally mode,positive,1
2350,the unit s clients are mainly in the field of specialist convenience goods as well as in the textile shoe and furniture businesses,neutral,2
546,googl hit with lawsuit from russian search engine yndx httpstkscob1kd8,negative,0
2549,ceo erkki jrvinen is happy with the company s performance in 2010,positive,1
1647,aspocomp group headquartered in helsinki finland develops interconnection solutions for the electronics industry,neutral,2
1285,however the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry and they impacted on our results,negative,0
448,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead,positive,1
1001,the 3c expo is a signature show in dongguan which is supported by the dongguan municipal government every year featuring computer accessories software communication and network products,neutral,2
6,marimekko is considering further measures in the matter,neutral,2
171,fiskars brands report net sales of eur 1458 mn up from eur 1384 mn,positive,1
52,vanhanen said the strike would be extremely damaging as some 1300 participants and reporters begin to arrive in finland for the oneday eu summit with russian president vladimir putin in lahti about 100 kilometers 60 miles north of helsinki,negative,0
1661,upmkymmene has generated seventeen consecutive quarters of positive cash flow from operations,positive,1
210,adp news sep 30 2008 finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 19 million eur 13 m order to deliver its stonegate network security products to an unnamed russian te,positive,1
151,e s building system service had revenue of eur 355 mln in 2007,neutral,2
731,through the nordic exchange omx offers access to approximately 80 percent of the nordic and baltic securities market,neutral,2
2406,finnish software and hardware developer elektrobit oyj hel ebg1v or eb said today it will temporarily lay off up to 200 people for a maximum of 90 day in finland aiming to achieve cost savings of eur 17 million usd 2m in the second half of 2010,negative,0
1289,finnish bank of land s consolidated net operating profit increased from eur 48 mn in the first quarter of 2005 to eur 64 mn in the first quarter of 2006,positive,1
614,we warmly welcome him to satama states jussi lansio chairman of the board,positive,1
2474,gps gap september comparable store sales 4,negative,0
551,net sales of kyro s main business area glaston technologies a manufacturer of glass processing machines decreased to eur 1615 mn from eur 1641 mn in januaryseptember 2005,negative,0
994,commission income fell to eur 46 mn from eur 51 mn in the corresponding period in 2007,negative,0
1564,thanksto improvements in demand and the adjustments we have made theutilization rates of cramo s fleet have substantiallyimproved,positive,1
672,mreal corporation press release on 3 november at 1035 am mreal corporation was the second best company in the materials sector including eg forest industry companies in the carbon disclosure leadership index cdli nordic report 2009,positive,1
1862,companiesfresnillo shares jump 8 as silver price breaks 21,positive,1
1442,finnish geosentric s net sales decreased to eur 939000 in januarymarch 2009,negative,0
321,componenta increased its stake in turkish steel company doktas dokumculuk ticaret ve sanayi as to 926 pct stake in march 2007,positive,1
828,there s the issue of thieves stealing them from building sites said mr smith,negative,0
843,gld httpstkscojr8 daily chart though rsi and stoch point at a possible move up theres a lot of resistance,positive,1
1465,passenger volumes rose by 84 in the accounting period,positive,1
1831,production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive,1
930,proline plus is available in both adjustable single and multichannel models and fixed volume singlechannel models in volume ranges from 01 micro litres to 10 ml,neutral,2
2014,adp news may 29 2009 bank of america bofa downgraded today its ratings on swedishfinnish paper maker stora enso oyj hel sterv and on finnish sector player upmkymmene oyj hel upm1v to underperf,negative,0
2340,with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability,positive,1
1397,however the orders received during the period under review fell by 17 quarteronquarter from the eur 213 million recorded in the second quarter of 2010,neutral,2
2091,ren bottoming out again good time to buy,positive,1
407,companiesmeggitt profits hit by weak energy and military markets,negative,0
1334,the fair value of the company s investment properties went down to eur2 769 bn at the end of september 2009 from eur2 878 bn a year earlier,negative,0
1561,stock exchange announcement 20 july 2006 1 1 basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program,neutral,2
2344,as a result of these transactions the aggregate holdings of burrill life sciences capital fund lp has decreased below 5 per cent of the total number of shares and votes of the company,negative,0
1551,18 march 2010 a leakage in the gypsum pond was detected today at the talvivaara mine,negative,0
2127,amazons grocery deal with morrisons is only the beginning,positive,1
178,the layoff talks were first announced in august,neutral,2
1213,in the building and home improvement trade net sales totalled eur 1173 mn down from eur 1566 mn a year earlier,negative,0
2022,these include software development for internet and mobile telephone content communications valueadded software financial services security applications systems integration and electronics,neutral,2
367,in addition to verification of an identity and digital signatures new stateapproved mobile id enables to cast votes in elections as well,neutral,2
302,it also said its third quarter diluted eps came in at 034 eur compared with 016 eur in the same quarter a year ago,positive,1
1444,in volume the focus is already outside finland as 60 of the group s products are made in poland and the baltic countries,neutral,2
2346,in januaryaugust 2009 imports by sea in container lorry and trailer units fell by 277 and exports by 286 from the corresponding period in 2008,negative,0
2021,stora enso s business in north america has annual capacity of about 3 million tons and employs about 4350 people,neutral,2
1428,in finland snow storms brought trees down on power lines cutting off electricity for some 2000 households,negative,0
445,under the terms of the offtake agreement with talvivaara cameco will provide an upfront investment to a maximum of 60 million to cover the construction cost of the uranium extraction circuit,positive,1
515,gte long at 744,positive,1
73,nasdboy i think the dnf crew can get this nflx short into the next 30 days heading into earnings,negative,0
1690,bhp billiton slashes dividend posts 567 billion net loss,negative,0
2147,operating profit fell to eur 151 mn from eur 246 mn in 2006,negative,0
918,construction volumes meanwhile grow at a rate of 1015 percent annually,positive,1
104,a total six of the polled analysts rated mreal two gave buy accumulate three gave hold and only one gave sell,neutral,2
1527,the new office located in shenzhen will strengthen vaisala s already 10year old presence in china,positive,1
256,the extraordinary general meeting is expected to take place no later than 18 february 2011,neutral,2
1269,refileaviva investors to move 34 bln euros in assets from axa fund arm,negative,0
773,its market share widened to 4851 percent from 4831 percent a year earlier,positive,1
2062,walter investment management corp receives a sell from compass point wac httpstkscoc1ivx,negative,0
1267,shares in royal and sun alliance continued to slide back from a 12month high of 172p last month after a potential suitor ruled itself out of a takeover bid,negative,0
65,my dwa play up 6 today im still skeptical will take profits not a time cheer,neutral,2
1938,however two of the previously ordered sets will start producing electricity at the end of october 2010 it said,neutral,2
790,britains ftse steadies supported by dixons carphone,positive,1
1077,nokia s us shares were 33 percent lower at 1273 by 1750 gmt,neutral,2
714,finnair s tallinnbased subsidiary aero as carried 23335 passengers a decline of 608 on routes between helsinki and the baltic capitals and within southern finland,negative,0
1547,the orders consist in total of over 1600 panels of liftaway weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2000 to 13300 teus,neutral,2
611,the commission is to be applauded for applying a factbased and datadriven approach and for providing clarity for future petitions,positive,1
2020,helsinki thomson financial shares closed little changed with cargotec and huhtamaki dropping sharply on disappointing secondquarter reports,negative,0
2564,the innova 2 building will be located close to downtown in the immediate vicinity of paviljonki and the travel center and within walking distance from the heart of the city thanks to the trade fair bridge,neutral,2
931,yit s baltic sales in the first three quarters of 2008 totaled 1062 million euros representing a drop of 29 percent year on year,negative,0
2369,more than 14000 customers were left powerless,negative,0
1497,at the request of finnish media company alma media s newspapers research manager jari kaivooja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,neutral,2
2304,operating profit rose to eur 47 mn from eur 36 mn,positive,1
1928,according to swedish authorities traces of the very toxic osmium tetroxide have been found on the coast of permeri the northernmost part of the gulf of bothnia,negative,0
1050,nflx small pos short 180 wkly puts,negative,0
1923,the acquisition will considerably increase kemira s sales and market position in the russian metal industry coatings market,positive,1
941,old mutual firstquarter sales up 18 buoyed by emerging markets,positive,1
1731,in finland oppohjola s staff union is boycotting the group s insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages,negative,0
517,oil slid to a fouryear low after opec kept its oil production unchanged httpstkscoa1ix4 uso wti brent,negative,0
642,wynn big bounce,positive,1
1453,incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur near bangalore,neutral,2
995,adp news feb 25 2009 finnish printed circuit board pcb maker aspocomp group oyj hel acg1v said today it swung to a net profit of eur 300000 usd 385000 for 2008 versus a net loss of eur 653 million,positive,1
734,kai tulonen chief technology officer sysopen digia says we have been using corporate phonebook inside sysopen digia extensively since last fall and we have been very satisfied with the results,positive,1
1587,finnish retail software developer aldata solution oyj reported a net loss of 117 mln euro 172 mln for 2007 versus a net profit of 25 mln euro 37 mln for 2006,neutral,2
1726,last month outokumpu sold more than 80 percent of its technology unit outokumpu technology oyj to further its strategic goal of becoming the world s largest stainless steel maker,positive,1
2257,royal mail chairman donald brydon set to step down,negative,0
2056,estonia s beer market overall grew three percent last year to 130 million liters,positive,1
442,bwld bearish engulfing candle,negative,0
917,it is a disappointment to see the plan folded,negative,0
523,adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its net profit declined to eur 129 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,neutral,2
1028,the production is to be liquidated before june 2009 and 325 employees loose their jobs,negative,0
832,the mill has long traditions and holds an established position in the markets,positive,1
1181,as a result 12 people will be made redundant and a total of 67 persons are laid off temporarily,neutral,2
1183,aapl wants lower up waves getting smaller on the 2 min,negative,0
269,kingfisher share price slides on cost to implement new strategy,negative,0
420,helsinki thomson financial shares in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in apriljune profits which overshadowed the large number of new orders received during the three months,negative,0
1737,at the moment there are approximately 20 vianor sales offices in russia,neutral,2
1080,according to the company a decision in the issue will be made in the summer of 2010 at the earliest and in the summer of 2011 at the latest,neutral,2
54,the transaction was announced on september 29 when pohjola insurance agreed to pay eur 80 million usd 1063 m in cash for pohjantahti,neutral,2
1440,the finnish national carrier said net loss in april through june was euro26 million down from a net profit of euro13 million a year earlier,neutral,2
1716,the move was triggered by weak demand for forestry equipment and the uncertain market situation,neutral,2
1622,spains caixabank launches new takeover bid for banco bpi,positive,1
497,operating profit margin was 83 compared to 118 a year earlier,negative,0
1408,business boomed after ostrom helped plant a small story about rapala lures in a life magazine issue that featured marilyn monroe on the cover,positive,1
935,comparable net sales are expected to increase more than 10 in 2008 in line with group target,positive,1
2075,the group s cumulative sales during the review period were eur 482 million eur 531 million 192007 and profit before taxes was eur 12 14 million,neutral,2
1210,endp being sued by ftcnobody will buy them with that hanging over their heads,negative,0
246,consolidated pretax profit decreased by 692 to eur 410 mn from eur 1331 mn in 2007,negative,0
463,our solutions are fully arabized and our message is that we want to become the it partner of choice for businesses in the neareast region,neutral,2
1680,turnover rose to eur21m from eur17m,positive,1
1951,net sales fell by 33 from the third quarter of 2008 to eur 1305 mn,neutral,2
341,profit for the period fell to eur 16 mn from eur 75 mn in januaryseptember 2008,neutral,2
1659,finnish cargotec has been awarded a significant order for a total of 292 hiab loader cranes by bae systems in the us,positive,1
2103,amd big dumping would not touch it for a while,negative,0
1422,gs engineering will install the valves at a liquefied natural gas lng plant it has built for uae lng extraction and gas plants operator gasco in ruwais uae,neutral,2
295,metsaliitto said that it will book a minor gain of less than eur1 0 m from the transaction,positive,1
2273,im liking the price action in swks currently 2180 my target 2400 before year end,positive,1
2497,earnings per share eps amounted to a loss of eur0 05,negative,0
736,a data processing unit collects the data calculates rvr values and provides the data to users via various interfaces,neutral,2
2272,4 beatendown internet companies that may be ripe for a takeover target twitter twtr linkedin lnkd yahoo yhoo groupon grpn,positive,1
2511,finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki sal1v on wednesday 19 november lowered its fullyear net sales estimate,neutral,2
1451,tsla yeah lets go down to 230s lol,negative,0
706,mtd mettlertoledo ready for a breakout,positive,1
195,according to soosalu particular attention was paid to residents privacy and security in the design of the aleksandri street building,neutral,2
1705,the acquisition of sampo bank makes strategic sense for db says lindsey liddell director of fitch ratings s financial institutions group,positive,1
1467,tesla recalling 2700 model x units related to faulty latch for thirdrow seats fall to 25250 level on recall shares up 1 tsla,negative,0
1427,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25 to over 35,positive,1
1770,currently the company foresees its pretax profit to remain below the 2009 level when it reached eur 700000 usd 934000 compared with previous projections of a slightly better pretax profit,neutral,2
2100,the venture which will be 51 owned by kemira and 49 by ivrcl will operate an inorganic coagulant manufacturing facility to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operations in the second half of 2011,neutral,2
482,earnings per share eps for the first quarter 2007 amounted to eur0 07 up from eur0 04,positive,1
621,and us energy executives say high steel prices are threatening energy exploration,negative,0
688,export declined by 6 percent to 164 million liters,negative,0
647,conagra names former hillshire farms ceo connolly to top post,positive,1
1007,petrofac share price rises despite 30m costs on north sea project,neutral,2
1463,our indepth expertise extends to the fields of energy industry urban mobility and water environment,neutral,2
1686,the share capital of biotie therapies corp constitutes 90211860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90211860,neutral,2
858,update 1astrazeneca sells rare cancer drug to sanofi for up to 300 mln,positive,1
1707,currently the plant operates on full capacity,neutral,2
808,traceyryniec not just energy its so broad you will see it in wwg and kaman as well id be short fast,negative,0
817,the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars in the east of the country where it already operates a hook manufacturing and distribution unit,neutral,2
334,finnish high technology provider vaahto group reports net sales of eur 418 mn in the accounting period september 2007 february 2008 an increase of 112 from a year earlier,positive,1
353,cramo slipped to a pretax loss of eur 67 million from a pretax profit of eur 589 million,neutral,2
856,us debt lures schroders as ecb depresses rates,neutral,2
829,the company s board of directors will propose a dividend of eur 095 per share for 2008 at the annual general meeting scheduled to be held on march 23 2009,neutral,2
1760,the total investment necessary will be eur40m the company estimated,neutral,2
2263,long position on ipscaling up httpstkscosiln,positive,1
2246,the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 14 handling 15 and braking on wet road with 19,positive,1
1129,publishing sweden s operating loss was eur 11 mn in q1 of 2009 compared to a profit of eur 06 mn a year ago,negative,0
1149,omeo wwwomeose employs 55 and expects net sales of some 23 mln euro 298 mln for fiscal 20062007 ending april 30 2007,neutral,2
1886,the dividend is payable on february 1 2010 to shareholders of record on january 19 2010,neutral,2
2402,hobby hall s sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales,negative,0
896,the third order awarded to outokumpu technology is by shalkiya zinc of kazakhstan for the shalkiya zinclead project in kazakhstan,positive,1
822,genvec is a biopharmaceutical company developing novel therapeutic drugs and vaccines,neutral,2
2078,alexandria va oct 6 united states patent no 7804288 issued on sept 28 was assigned to vacon oyj vaasa finland,neutral,2
2146,potential defect with thirdrow seat belts tesla motors recalls 2700 model x suvs tsla httpstcoyvydncdndi,negative,0
1261,the total capacity of the factory will be approximately 100 engines a year,neutral,2
2228,operating profit rose to eur 135 mn from eur 97 mn in the corresponding period in 2006,positive,1
464,according to finnish insurance companies tapiola local insurance group lhivakuutus and pohjola the two fierce storms at the end of july and in the beginning of august 2010 that felled trees around finland have speeded up sales of forest insurance,positive,1
2234,britains ftse bounces back mondi and barratt lead,positive,1
1260,according to finnish scanfil s founder and chairman of the board jorma j takanen the company has to look for growth abroad,neutral,2
2224,the interchange of editorsinchief is a part of publisher s goal to enhance job circulation in all personnel groups,neutral,2
346,update 1bhp billitons credit ratings fragile in fy16 agencies warn,negative,0
2221,this vessel order will help aspo secure the longterm competitiveness of its fleet both in terms of technology and pricing,positive,1
1015,finnish shipping company finnlines of the grimaldi group reports its net sales decreased to eur 2418 mn in januaryjune 2009 from eur 3840 mn in the corresponding period in 2008,neutral,2
